q_id_2021,q_text_2021,q_type_2021,q_id_2019,q_text_2019,q_type_2019,jaccardDist
4.6a-7-2,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-stationary energy > commercial buildings & facilities",Question-Column-Row,4.6a-7-2,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-stationary energy > commercial buildings & facilities",Question-Column-Row,0
4.6a-7-24,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-afolu > other afolu",Question-Column-Row,4.6a-7-24,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-afolu > other afolu",Question-Column-Row,0
4.6b-1-4,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy generation supplied to the grid – scope 1 (i.4.4),Question-Column-Row,4.6b-1-4,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy generation supplied to the grid – scope 1 (i.4.4),Question-Column-Row,0
4.6b-2-13,"please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-where data is not available, please explain why-total scope 1 (territorial) emissions",Question-Column-Row,4.6b-2-13,"please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-where data is not available, please explain why-total scope 1 (territorial) emissions",Question-Column-Row,0
4.6b-2-9,"please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-where data is not available, please explain why-waste: waste generated within the city boundary – scope 3 (iii.x.2)",Question-Column-Row,4.6b-2-9,"please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-where data is not available, please explain why-waste: waste generated within the city boundary – scope 3 (iii.x.2)",Question-Column-Row,0
4.6e-1,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by the us community protocol sources.-us community protocol sources",Question-Column,4.6e-1,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by the us community protocol sources.-us community protocol sources",Question-Column,0
4.6f-2,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by end user (buildings, water, waste, transport), economic sector (residential, commercial, industrial, institutional), or any other classification system used in your city.-sector",Question-Column,4.6f-2,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by end user (buildings, water, waste, transport), economic sector (residential, commercial, industrial, institutional), or any other classification system used in your city.-sector",Question-Column,0
4.8-3-1,"please indicate if your city-wide emissions have increased, decreased, or stayed the same since your last emissions inventory, and describe why.-please explain and quantify changes in emissions-please explain",Question-Column-Row,4.8-3-1,"please indicate if your city-wide emissions have increased, decreased, or stayed the same since your last emissions inventory, and describe why.-please explain and quantify changes in emissions-please explain",Question-Column-Row,0
5.0-0,do you have a ghg emissions reduction target(s) in place at the city-wide level?-none,Question-Column,5.0-0,do you have a ghg emissions reduction target in place at the city-wide level? select all that apply.-none,Question-Column,0.18867924528301883
5.0a-5,"please provide details of your total city-wide base year emissions reduction (absolute) target(s). in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-base year",Question-Column,5.0a-4,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-base year",Question-Column,0
5.0a-7,"please provide details of your total city-wide base year emissions reduction (absolute) target(s). in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-base year emissions (metric tonnes co2e)",Question-Column,5.0a-6,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-base year emissions (metric tonnes co2e)",Question-Column,0
5.0d-11,"please provide details of your total city-wide baseline scenario target(s), including projected business as usual emissions.-percentage of target achieved so far",Question-Column,5.0d-10,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-percentage of target achieved",Question-Column,0.03448275862068961
5.3a-2,please provide details on the use of transferable emissions.-emissions saved (metric tonnes co2e),Question-Column,5.3a-2,please provide details on the use of transferable emissions.-emissions saved (metric tonnes co2e),Question-Column,0
6.2a-3,please provide some key examples of how your city collaborates with business and/or industries in the table below.-description of collaboration,Question-Column,6.1a-2,please provide some key examples of how your city collaborates with business in the table below.-description of collaboration,Question-Column,0.140625
7.5-1,please give the total amount of fuel (refers to scope 1 emissions) that your local government has consumed this year.-source,Question-Column,7.5-1,please give the total amount of fuel (refers to scope 1 emissions) that your local government has consumed this year.-source,Question-Column,0
7.5-5,please give the total amount of fuel (refers to scope 1 emissions) that your local government has consumed this year.-emissions (tonnes co2e),Question-Column,7.5-5,please give the total amount of fuel (refers to scope 1 emissions) that your local government has consumed this year.-emissions (tonnes co2e),Question-Column,0
7.7a-3,please complete the table reporting your local government scope 3 emissions.-comment,Question-Column,7.7-0,do you measure local government scope 3 emissions?-none,Question-Column,0.4285714285714286
7.8-1-1,"please indicate if your local government operations emissions have increased, decreased, or stayed the same since your last emissions inventory, and please describe why.-change in emissions-please explain",Question-Column-Row,7.8-1-1,"please indicate if your local government operations emissions have increased, decreased, or stayed the same since your last emissions inventory, and please describe why.-change in emissions-please explain",Question-Column-Row,0
8.0a-11,please provide details of your renewable energy target(s) and how the city plans to meet those targets.-comment,Question-Column,8.0a-1,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-scale,Question-Column,0.1785714285714286
8.0a-2,please provide details of your renewable energy target(s) and how the city plans to meet those targets.-energy sector,Question-Column,8.0a-6,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-target year,Question-Column,0.17543859649122806
8.0a-8,please provide details of your renewable energy target(s) and how the city plans to meet those targets.-total renewable energy covered by target in target year (based on target type specified in column 3),Question-Column,8.0a-4,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-total renewable energy / electricity covered by target in base year (in unit specified in column 2),Question-Column,0.1298701298701299
8.1a-4-1,please indicate the source mix of thermal energy (heating and cooling) consumed in your city.-bioenergy (biomass and biofuel)-thermal energy consumption,Question-Column-Row,8.2-6-1,please indicate the energy mix of electricity consumed in your city.-biomass-percent,Question-Column-Row,0.42028985507246375
8.2-1-2,"for each type of renewable energy within the city boundary, please report the installed capacity (mw) and annual generation (mwh).-installed capacity (mw)-solar thermal",Question-Column-Row,8.5-2-3,how much (in mw capacity) renewable energy is installed within the city boundary in the following categories?-please describe the scale of the energy source-solar thermal,Question-Column-Row,0.4257425742574258
8.3a-7,please provide details on your city’s energy efficiency targets.-percentage of energy efficiency improvement in target year compared to base year levels,Question-Column,8.6a-7,please provide details on your city’s energy efficiency targets.-percentage of energy efficiency improvement in target year compared to base year levels,Question-Column,0
1.3-2,"please list the key development challenges, barriers and opportunities within the gcc program.-please describe the selected development, challenge, barrier or opportunity",Question-Column,1.4-2,"please list the key development challenges, barriers and opportunities within the gcc program.-please describe the selected development, challenge, barrier or opportunity",Question-Column,0
10.11-4-3,please provide city-wide average air pollution metrics from the monitoring sites within your city for the most recent three years.-average concentration for third most recent year available (ug/m3)-pm10 (1 year (annual) mean),Question-Column-Row,10.15-5-2,please provide the daily and annual average concentrations average breakdown of the following air pollutants gases within your city wide:-% completeness of data (e.g. % of days with monitoring)-particulate matter pm10*,Question-Column-Row,0.46875
10.11-5-3,please provide city-wide average air pollution metrics from the monitoring sites within your city for the most recent three years.-number of monitoring stations-pm10 (1 year (annual) mean),Question-Column-Row,10.15-5-2,please provide the daily and annual average concentrations average breakdown of the following air pollutants gases within your city wide:-% completeness of data (e.g. % of days with monitoring)-particulate matter pm10*,Question-Column-Row,0.4765625
10.11-5-5,please provide city-wide average air pollution metrics from the monitoring sites within your city for the most recent three years.-number of monitoring stations-no2 (1 year (annual) mean),Question-Column-Row,10.15-5-3,please provide the daily and annual average concentrations average breakdown of the following air pollutants gases within your city wide:-% completeness of data (e.g. % of days with monitoring)-carbon monoxide (co)*,Question-Column-Row,0.496
10.11-8-3,please provide city-wide average air pollution metrics from the monitoring sites within your city for the most recent three years.-who owns the data?-pm10 (1 year (annual) mean),Question-Column-Row,10.15-5-2,please provide the daily and annual average concentrations average breakdown of the following air pollutants gases within your city wide:-% completeness of data (e.g. % of days with monitoring)-particulate matter pm10*,Question-Column-Row,0.44799999999999995
10.2-2-2,what is the mode share of each transport mode in your city for freight transport?-comment-light goods vehicles (lgv),Question-Column-Row,10.2-1-4,what is the mode share of each transport mode in your city for freight transport?-mode share-other,Question-Column-Row,0.4482758620689655
10.2-2-5,what is the mode share of each transport mode in your city for freight transport?-comment-rail,Question-Column-Row,10.2-1-2,what is the mode share of each transport mode in your city for freight transport?-mode share-rail / metro / tram,Question-Column-Row,0.29166666666666663
10.3-4-5,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of freight vehicles-hydrogen,Question-Column-Row,10.5-4-5,please provide the total fleet size and number of vehicle types for the following modes of transport:-number of freight vehicles-hydrogen,Question-Column-Row,0
10.7-3-3,how many public access ev charging points do you have in your city and/or metropolitan area for the following types.-comment-slow 3kw or below,Question-Column-Row,10.9-1-3,how many public access ev charging points do you have in your city for the following types:-number of charging points-slow 3kw or below,Question-Column-Row,0.32894736842105265
12.4-2-3,"how does your city increase access to sustainable foods?-please provide details and/or links to more information about the actions your city is taking to increase access to sustainable foods-do you use regulatory mechanisms that limit advertising of higher carbon foods (meat, dairy, ultra-processed)?",Question-Column-Row,9.2-2-1,"does your city have requirements which incentivise net zero carbon, passivehaus or other ultra-high-efficiency standards for new buildings? (requirements can include regulations, codes or planning policy). if so, please specify the details below.-please provide more detail and/or link to more information about the requirements-please complete",Question-Column-Row,0.4666666666666667
13.4-1-9,what is the amount of solid waste being treated (tonnes/year) through the methods listed.-tonnes/year-other,Question-Column-Row,13.4-1-9,what is the amount of solid waste being treated (tonnes/year) via:-tonnes/year-other,Question-Column-Row,0.28260869565217395
14.2-0,are you aware of any substantive current or future risks to your city’s water security?-none,Question-Column,14.3-0,are you aware of any substantive current or future risks to your city’s water supply?-none,Question-Column,0.14
2.0b-8,"please attach and provide details on your climate change risk and vulnerability assessment. please provide details on the boundary of your assessment, and where this differs from your city’s boundary, please provide an explanation.-areas/sectors covered by the risk and vulnerability assessment",Question-Column,2.0b-6,"please attach and provide details on your climate change risk and vulnerability assessment. please provide details on the boundary of your assessment, and where this differs from your city’s boundary, please provide an explanation.-areas/sectors covered by the risk and vulnerability assessment",Question-Column,0
2.1-3,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-current probability of hazard",Question-Column,2.1-3,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-current probability of hazard",Question-Column,0
2.1-3,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-current probability of hazard",Question-Column,2.1-4,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-current consequence of hazard",Question-Column,0
2.1-6,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-most relevant assets / services affected overall",Question-Column,2.1-9,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-most relevant assets / services affected overall",Question-Column,0
3.0-11,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-total cost of the project (currency)",Question-Column,3.0-8,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-total cost of the project",Question-Column,0.02857142857142858
3.0-8,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action description and implementation progress",Question-Column,3.0-6,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action description and implementation progress",Question-Column,0
3.2a-12,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-primary author of plan",Question-Column,3.1a-10,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-primary author of plan",Question-Column,0.021739130434782594
3.2a-14,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-update/revision process in place for the adaptation plan",Question-Column,3.1a-7,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-type of plan",Question-Column,0.13265306122448983
3.2a-14,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-update/revision process in place for the adaptation plan",Question-Column,3.1a-2,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-areas covered by adaptation plan",Question-Column,0.13265306122448983
3.2a-3,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-sectors/areas covered by plan that addresses climate change adaptation",Question-Column,3.1a-2,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-areas covered by adaptation plan",Question-Column,0.09278350515463918
3.3-4,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-description of metric / indicator used to track goal,Question-Column,3.2-3,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-metrics / indicators,Question-Column,0.19402985074626866
4.12-0,has the city-wide ghg emissions data you are currently reporting been externally verified or audited in part or in whole?-none,Question-Column,4.11-0,has the city-wide ghg emissions data you are currently reporting been externally verified or audited in part or in whole?-none,Question-Column,0
4.3-1-1,"please give the name of the primary protocol, standard, or methodology you have used to calculate your city’s city-wide ghg emissions.-primary protocol-emissions methodology",Question-Column-Row,4.3-1-1,"please give the name of the primary protocol, standard, or methodology you have used to calculate your city’s city-wide ghg emissions.-primary protocol-emissions methodology",Question-Column-Row,0
4.6a-3-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > residential buildings",Question-Column-Row,4.6a-3-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling / scope 2 (metric tonnes co2e)-stationary energy > residential buildings",Question-Column-Row,0.029940119760479056
4.6a-3-25,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-total afolu",Question-Column-Row,4.6a-3-25,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling / scope 2 (metric tonnes co2e)-total afolu",Question-Column-Row,0.03144654088050314
4.6a-4-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-stationary energy > residential buildings",Question-Column-Row,4.6a-2-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no direct emissions to report, please select a notation key to explain why-stationary energy > residential buildings",Question-Column-Row,0
4.6a-4-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-stationary energy > residential buildings",Question-Column-Row,4.6a-4-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-stationary energy > residential buildings",Question-Column-Row,0
4.6a-4-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-ippu > product use",Question-Column-Row,4.6a-4-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-ippu > product use",Question-Column-Row,0
4.6a-4-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-ippu > product use",Question-Column-Row,4.6a-2-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no direct emissions to report, please select a notation key to explain why-ippu > product use",Question-Column-Row,0
4.6a-5-11,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-transportation > aviation",Question-Column-Row,4.6a-5-11,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-transportation > aviation",Question-Column-Row,0.03105590062111796
4.6a-5-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-ippu > product use",Question-Column-Row,4.6a-5-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-ippu > product use",Question-Column-Row,0.030120481927710885
4.6a-5-5,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-stationary energy > agriculture",Question-Column-Row,4.6a-5-5,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-stationary energy > agriculture",Question-Column-Row,0.030303030303030276
4.6a-6-11,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-transportation > aviation",Question-Column-Row,4.6a-6-11,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-transportation > aviation",Question-Column-Row,0
4.6a-6-17,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-waste > wastewater",Question-Column-Row,4.6a-6-17,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-waste > wastewater",Question-Column-Row,0
4.6a-6-22,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-afolu > livestock",Question-Column-Row,4.6a-6-22,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-afolu > livestock",Question-Column-Row,0
4.6a-6-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,4.6a-6-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,0
4.6a-6-6,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-stationary energy > fugitive emissions",Question-Column-Row,4.6a-6-6,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-stationary energy > fugitive emissions",Question-Column-Row,0
4.6a-7-21,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-total ippu",Question-Column-Row,4.6a-7-21,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-total ippu",Question-Column-Row,0
4.6a-7-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-afolu > land use",Question-Column-Row,4.6a-7-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-afolu > land use",Question-Column-Row,0
4.6a-7-28,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-generation of grid-supplied energy > heat/cold generation",Question-Column-Row,4.6a-7-28,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-generation of grid-supplied energy > heat/cold generation",Question-Column-Row,0
