q_id_2021,q_text_2021,q_type_2021,q_id_2018,q_text_2018,q_type_2018,jaccardDist
4.6b-2-2,"please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-where data is not available, please explain why-stationary energy: energy use – scope 2 (i.x.2)",Question-Column-Row,7.3a-1-2,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy use – scope 2 (i.x.2),Question-Column-Row,0.20799999999999996
4.6b-2-8,"please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-where data is not available, please explain why-waste: waste generated within the city boundary – scope 1 (iii.x.1)",Question-Column-Row,7.3a-1-8,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-waste: waste generated within the city boundary – scope 1 (iii.x.1),Question-Column-Row,0.19083969465648853
4.6c-11-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-total (scope 1 + scope 2) emissions - please ensure this matches the total calculated field above-city-wide emissions",Question-Column-Row,7.4b-11-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-total (scope 1 + scope 2) emissions - please ensure this matches the total calculated field above-city-wide emissions",Question-Column-Row,0
4.6c-13-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-total scope 3 emissions-city-wide emissions",Question-Column-Row,7.4b-13-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-total scope 3 emissions-city-wide emissions",Question-Column-Row,0
4.6c-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-7-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-2-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-12-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-8-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-total scope 2 emissions-city-wide emissions",Question-Column-Row,7.4b-8-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-total scope 2 emissions-city-wide emissions",Question-Column-Row,0
4.6c-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-2-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-7-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-12-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6e-2,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by the us community protocol sources.-sector",Question-Column,7.6c-2,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by the us community protocol sources.-sector",Question-Column,0
4.6f-3,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by end user (buildings, water, waste, transport), economic sector (residential, commercial, industrial, institutional), or any other classification system used in your city.-scope",Question-Column,7.6d-2,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by end user, or any other classification system used in your city.-sector",Question-Column,0.303921568627451
4.8-1-1,"please indicate if your city-wide emissions have increased, decreased, or stayed the same since your last emissions inventory, and describe why.-change in emissions-please explain",Question-Column-Row,7.11-1-1,"please indicate if your city-wide emissions have increased, decreased, or stayed the same since your last emissions inventory, and please describe why.-change in emissions-please explain",Question-Column-Row,0.014705882352941124
5.0a-3,"please provide details of your total city-wide base year emissions reduction (absolute) target(s). in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-boundary of target relative to city boundary (reported in 0.1)",Question-Column,8.3a-3,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-base year",Question-Column,0.17391304347826086
5.0b-1,please provide details of your total fixed level target(s).-sector,Question-Column,8.0a-1,please provide details of your local government operations emissions reduction target.-sector,Question-Column,0.467741935483871
5.0c-2,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 5.0.-where sources differ from the inventory, identify and explain these additions / exclusion",Question-Column,8.3b-1,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-sector",Question-Column,0.21259842519685035
5.0d-10,"please provide details of your total city-wide baseline scenario target(s), including projected business as usual emissions.-percentage reduction target from business as usual",Question-Column,8.3c-7,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-percentage reduction target from business as usual",Question-Column,0
5.5-0,does your city have a climate change mitigation or energy access plan for reducing city-wide ghg emissions?-none,Question-Column,8.2-0,does your city have a climate change action plan for reducing city-wide ghg emissions?-none,Question-Column,0.19354838709677424
5.5a-14,"please attach your city’s climate change mitigation plan below. if your city has both mitigation and energy access plans, please make sure to attach all relevant documents below.-comment",Question-Column,8.2a-1,please attach your city’s climate change action plan below.-publication title and attach document,Question-Column,0.44303797468354433
5.5a-8,"please attach your city’s climate change mitigation plan below. if your city has both mitigation and energy access plans, please make sure to attach all relevant documents below.-stage of implementation",Question-Column,8.2a-4,please attach your city’s climate change action plan below.-stage of implementation,Question-Column,0.4
6.11-3-2,does your city have its own credit rating?-rating-domestic,Question-Column-Row,5.5-3-2,does your city have its own credit rating?-rating-domestic,Question-Column-Row,0
6.13-1-1,how many people within your city are employed in green jobs/industries?-number of people in your city employed in green jobs and/or industries-green jobs/industries,Question-Column-Row,5.10-0,how many people within your city are employed in green jobs/ industries?-none,Question-Column,0.21052631578947367
6.5-3,"list any mitigation, adaptation, water related or resilience projects you have planned within your city for which you hope to attract financing and provide details on the estimated costs and status of the project. if your city does not have any relevant projects, please select 'no relevant projects' under 'project area'.-stage of project development",Question-Column,5.2-1,"list any emission reduction, adaptation, water related or resilience projects you have planned within your city for which you hope to attract financing, and provide details on the estimated costs and status of the project in the currency reported in question 0.4. if your city does not have any relevant projects, please select no relevant projects under project area.-project area",Question-Column,0.2410714285714286
6.5-3,"list any mitigation, adaptation, water related or resilience projects you have planned within your city for which you hope to attract financing and provide details on the estimated costs and status of the project. if your city does not have any relevant projects, please select 'no relevant projects' under 'project area'.-stage of project development",Question-Column,5.2-2,"list any emission reduction, adaptation, water related or resilience projects you have planned within your city for which you hope to attract financing, and provide details on the estimated costs and status of the project in the currency reported in question 0.4. if your city does not have any relevant projects, please select no relevant projects under project area.-status of project",Question-Column,0.2410714285714286
6.5-3,"list any mitigation, adaptation, water related or resilience projects you have planned within your city for which you hope to attract financing and provide details on the estimated costs and status of the project. if your city does not have any relevant projects, please select 'no relevant projects' under 'project area'.-stage of project development",Question-Column,5.2-3,"list any emission reduction, adaptation, water related or resilience projects you have planned within your city for which you hope to attract financing, and provide details on the estimated costs and status of the project in the currency reported in question 0.4. if your city does not have any relevant projects, please select no relevant projects under project area.-status of financing",Question-Column,0.2410714285714286
7.4-0,which gases are included in your emissions inventory?-none,Question-Column,6.4-0,which gases are included in your emissions inventory? select all that apply.-none,Question-Column,0.35
7.4-0,which gases are included in your emissions inventory?-none,Question-Column,7.4a-0,which gases are included in your emissions inventory? select all that apply.-none,Question-Column,0.35
7.5-4,please give the total amount of fuel (refers to scope 1 emissions) that your local government has consumed this year.-units,Question-Column,6.5-4,please give the total amount of fuel (refers to scope 1 emissions) that your local government has consumed this year.-units,Question-Column,0
7.6-1-1,"please provide total (scope 1 + scope 2) ghg emissions for your local government operations, in metric tonnes co2e.-total scope 1 + scope 2 emissions (metric tonnes co2e)-local government emissions breakdown",Question-Column-Row,6.7-1-1,"please provide total (scope 1 + scope 2) ghg emissions for your local government operations, in metric tonnes co2e. scopes are a common categorization method.-total scope 1 + scope 2 emissions (metric tonnes co2e)-local government emissions breakdown",Question-Column-Row,0.13580246913580252
7.6-1-1,"please provide total (scope 1 + scope 2) ghg emissions for your local government operations, in metric tonnes co2e.-total scope 1 + scope 2 emissions (metric tonnes co2e)-local government emissions breakdown",Question-Column-Row,6.7-3-1,"please provide total (scope 1 + scope 2) ghg emissions for your local government operations, in metric tonnes co2e. scopes are a common categorization method.-total scope 2 emissions (metric tonnes co2e)-local government emissions breakdown",Question-Column-Row,0.13580246913580252
7.6-1-1,"please provide total (scope 1 + scope 2) ghg emissions for your local government operations, in metric tonnes co2e.-total scope 1 + scope 2 emissions (metric tonnes co2e)-local government emissions breakdown",Question-Column-Row,6.7-2-1,"please provide total (scope 1 + scope 2) ghg emissions for your local government operations, in metric tonnes co2e. scopes are a common categorization method.-total scope 1 emissions (metric tonnes co2e)-local government emissions breakdown",Question-Column-Row,0.13580246913580252
8.1-8-1,please indicate the source mix of electricity consumed in your city.-geothermal-electricity source,Question-Column-Row,9.0-8-1,please indicate the energy mix of electricity consumed in your city.-geothermal-energy consumption percentage,Question-Column-Row,0.30000000000000004
8.1a-13-1,please indicate the source mix of thermal energy (heating and cooling) consumed in your city.-comment-thermal energy consumption,Question-Column-Row,9.0-8-1,please indicate the energy mix of electricity consumed in your city.-geothermal-energy consumption percentage,Question-Column-Row,0.4084507042253521
8.1a-3-1,please indicate the source mix of thermal energy (heating and cooling) consumed in your city.-oil-thermal energy consumption,Question-Column-Row,9.0-10-1,please indicate the energy mix of electricity consumed in your city.-other sources-energy consumption percentage,Question-Column-Row,0.4
8.3a-4,please provide details on your city’s energy efficiency targets.-total energy consumed/produced covered by target in base year (in unit specified in column 2),Question-Column,9.2a-4,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-total renewable energy / electricity covered by target in base year (in unit specified in column 2),Question-Column,0.28409090909090906
8.5-1-1,how many households within the municipal boundary face energy poverty? please select the threshold used for energy poverty in your city.-number of households within the city boundary that face energy poverty-energy poverty,Question-Column-Row,10.8-1-2,please provide the total final energy use for buildings within the city boundary to show the total city building energy use (for all fuel types).-total final energy use (kwh/annum)-municipal,Question-Column-Row,0.4653465346534653
9.1-1-4,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-emissions reduction target-new buildings",Question-Column-Row,10.0-1-4,does your city have emissions reduction targets or energy efficiency targets for the following building types?-emissions reduction target-new buildings,Question-Column-Row,0.19117647058823528
9.1-1-4,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-emissions reduction target-new buildings",Question-Column-Row,10.0-2-4,does your city have emissions reduction targets or energy efficiency targets for the following building types?-energy efficiency target-new buildings,Question-Column-Row,0.19117647058823528
9.1-2-2,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-please provide more details and/or link to more information about the emission reduction target.-municipal",Question-Column-Row,10.0-1-2,does your city have emissions reduction targets or energy efficiency targets for the following building types?-emissions reduction target-municipal,Question-Column-Row,0.40625
9.1-2-2,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-please provide more details and/or link to more information about the emission reduction target.-municipal",Question-Column-Row,10.0-2-2,does your city have emissions reduction targets or energy efficiency targets for the following building types?-energy efficiency target-municipal,Question-Column-Row,0.40625
9.1-4-1,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-please provide more details and/or link to more information about the energy efficiency target.-commercial",Question-Column-Row,10.0-1-1,does your city have emissions reduction targets or energy efficiency targets for the following building types?-emissions reduction target-commercial,Question-Column-Row,0.4020618556701031
9.1-4-1,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-please provide more details and/or link to more information about the energy efficiency target.-commercial",Question-Column-Row,10.0-2-1,does your city have emissions reduction targets or energy efficiency targets for the following building types?-energy efficiency target-commercial,Question-Column-Row,0.4020618556701031
0.1-2-1,please give a general description and introduction to your city including your city’s reporting boundary in the table below.-description of city-please complete,Question-Column-Row,0.1-2-1,please give a general description and introduction to your city including your city’s reporting boundary in the table below.-description of city-city boundary,Question-Column-Row,0.09090909090909094
0.4-0,please select the currency used for all financial information disclosed throughout your response.-none,Question-Column,0.4-0,please select the currency used for all financial information disclosed throughout your response.-none,Question-Column,0
10.1-7-1,what is the mode share of each transport mode in your city for passenger transport?-taxis or shared vehicles (i.e. for hire vehicles)-please complete,Question-Column-Row,11.0-7-1,what is the mode share of each transport mode in your city?-taxis or for hire vehicles-please complete,Question-Column-Row,0.23728813559322037
10.3-1-1,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of private cars-total fleet size,Question-Column-Row,11.4-1-1,please provide the total fleet size and number of vehicle types for the following modes of transport:-number of private cars-total fleet size,Question-Column-Row,0
10.3-3-1,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of municipal fleet (excluding buses)-total fleet size,Question-Column-Row,11.4-3-1,please provide the total fleet size and number of vehicle types for the following modes of transport:-number of municipal fleet (excluding buses)-total fleet size,Question-Column-Row,0
10.3-4-3,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of freight vehicles-hybrid,Question-Column-Row,11.4-4-3,please provide the total fleet size and number of vehicle types for the following modes of transport:-number of freight vehicles-hybrid,Question-Column-Row,0
10.3-5-3,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of taxis-hybrid,Question-Column-Row,11.4-5-3,please provide the total fleet size and number of vehicle types for the following modes of transport:-number of taxis-hybrid,Question-Column-Row,0
10.3-5-5,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of taxis-hydrogen,Question-Column-Row,11.4-5-5,please provide the total fleet size and number of vehicle types for the following modes of transport:-number of taxis-hydrogen,Question-Column-Row,0
10.3-6-1,"please provide the total fleet size and number of vehicle types for the following modes of transport.-transport network companies (e.g. uber, lyft) fleet size-total fleet size",Question-Column-Row,11.4-6-1,"please provide the total fleet size and number of vehicle types for the following modes of transport:-transport network companies (e.g. uber, lyft) fleet size-total fleet size",Question-Column-Row,0
10.3-7-1,"please provide the total fleet size and number of vehicle types for the following modes of transport.-customer-drive carshares (e.g. car2go, drivenow) fleet size-total fleet size",Question-Column-Row,11.4-7-1,"please provide the total fleet size and number of vehicle types for the following modes of transport:-customer-drive carshares (e.g. car2go, drivenow) fleet size-total fleet size",Question-Column-Row,0
14.0-0,what are the sources of your city's water supply?-none,Question-Column,15.0-0,what are the sources of your city's water supply?-none,Question-Column,0
14.3-2,please select the actions you are taking to reduce the risks to your city’s water security.-adaptation action,Question-Column,15.4-2,please select the actions you are taking to reduce the risks to your city’s water supply.-adaptation action,Question-Column,0.125
14.3-4,please select the actions you are taking to reduce the risks to your city’s water security.-action description and implementation progress,Question-Column,15.4-3,please select the actions you are taking to reduce the risks to your city’s water supply.-action description,Question-Column,0.2777777777777778
2.0a-1-1,please select the primary process or methodology used to undertake the risk and vulnerability assessment of your city.-primary methodology-risk assessment methodology,Question-Column-Row,2.0a-1-1,"please select the primary process or methodology used to undertake the risk or vulnerability assessment of your city. if your city uses a combination of methodologies, please select the main methodology used.-primary methodology-risk assessment methodology",Question-Column-Row,0.16666666666666663
2.1-10,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-future expected magnitude of hazard",Question-Column,2.2a-3,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity.  please also select the top 3 assets or services that are affected by the climate hazard, and provide a description of the impact.-magnitude of impact",Question-Column,0.09677419354838712
2.1-2,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-did this hazard significantly impact your city before 2021?",Question-Column,2.2a-10,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity.  please also select the top 3 assets or services that are affected by the climate hazard, and provide a description of the impact.-impact description",Question-Column,0.1472868217054264
3.0-13,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-total cost provided by the majority funding source (currency)",Question-Column,3.3-1,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-climate hazards",Question-Column,0.19999999999999996
3.0-2,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action",Question-Column,3.3-2,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action",Question-Column,0.021276595744680882
3.0-5,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-means of implementation",Question-Column,3.3-2,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action",Question-Column,0.0714285714285714
3.0-5,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-means of implementation",Question-Column,3.3-3,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-status of action",Question-Column,0.0714285714285714
3.0-6,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-co-benefit area",Question-Column,3.3-1,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-climate hazards",Question-Column,0.07070707070707072
3.0-7,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-sectors/areas adaptation action applies to",Question-Column,3.3-3,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-status of action",Question-Column,0.11538461538461542
3.0-9,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-finance status",Question-Column,3.3-3,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-status of action",Question-Column,0.03191489361702127
3.0-9,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-finance status",Question-Column,3.3-2,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action",Question-Column,0.03191489361702127
3.2a-9,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-type of plan",Question-Column,3.1a-5,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-explanation of boundary choice",Question-Column,0.0957446808510638
3.2b-1-1,please explain why there is no published plan that addresses climate change adaptation and/or resilience and outline any future arrangements you have to create a plan.-reason-please explain,Question-Column-Row,3.1b-1-1,please explain why not and any future arrangements you have to create a plan.-reason-please explain,Question-Column-Row,0.42028985507246375
3.3-1,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-adaptation goal,Question-Column,3.4-1,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-adaptation goal,Question-Column,0
3.3-6,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-select the initiatives related to this adaptation goal that your city has committed to,Question-Column,3.4-1,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-adaptation goal,Question-Column,0.21212121212121215
4.13-2,"please provide details on any historical, base year or recalculated city-wide emissions inventories your city has, in order to allow assessment of targets in the table below.-inventory date to",Question-Column,8.3b-1,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-sector",Question-Column,0.49593495934959353
4.13-4,"please provide details on any historical, base year or recalculated city-wide emissions inventories your city has, in order to allow assessment of targets in the table below.-previous emissions (metric tonnes co2e)",Question-Column,8.3a-4,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-base year emissions (metric tonnes co2e)",Question-Column,0.4434782608695652
4.13-5,"please provide details on any historical, base year or recalculated city-wide emissions inventories your city has, in order to allow assessment of targets in the table below.-is this inventory a base year inventory or a recalculated version of a previously reported inventory?",Question-Column,7.13a-3,"please provide your city’s recalculated total city-wide emissions figures for any previous inventories along with scope 1, 2 and 3 breakdowns where applicable.-scope",Question-Column,0.487603305785124
4.6b-1-1,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy use – scope 1 (i.x.1),Question-Column-Row,7.3a-1-1,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy use – scope 1 (i.x.1),Question-Column-Row,0
4.6b-1-2,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy use – scope 2 (i.x.2),Question-Column-Row,7.3a-1-2,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy use – scope 2 (i.x.2),Question-Column-Row,0
4.6b-1-3,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy use – scope 3 (i.x.3),Question-Column-Row,7.3a-1-3,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy use – scope 3 (i.x.3),Question-Column-Row,0
4.6b-2-4,"please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-where data is not available, please explain why-stationary energy: energy generation supplied to the grid – scope 1 (i.4.4)",Question-Column-Row,7.3a-1-4,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy generation supplied to the grid – scope 1 (i.4.4),Question-Column-Row,0.19999999999999996
4.6c-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-12-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-9-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-7-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6c-4-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,7.4b-2-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,0
4.6d-3,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by ipcc sector in the table below.-scope",Question-Column,7.6a-3,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by ipcc sector in the table below.-scope",Question-Column,0
