Questionnaire,Account Number,Organization,Country,CDP Region,Parent Section,Section,Question Number,Question Name,Column Number,Column Name,Row Number,Row Name,Response Answer
CDP Cities 2018,31177,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,424893.886
CDP Cities 2018,35853,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,861877
CDP Cities 2018,54108,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,150840
CDP Cities 2018,50541,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,1335268
CDP Cities 2018,31177,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),8,Total Transport ,1049187
CDP Cities 2018,35883,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),9,Waste > Solid waste disposal ,234620
CDP Cities 2018,50541,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,453245
CDP Cities 2018,54108,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,1045516
CDP Cities 2018,35853,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,477964
CDP Cities 2018,35883,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),10,Waste > Wastewater ,415743
CDP Cities 2018,50541,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),8,Total Transport ,1485117
CDP Cities 2018,35853,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,1206406
CDP Cities 2018,54108,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,293014
CDP Cities 2018,50541,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),9,Waste > Solid waste disposal ,115234
CDP Cities 2018,54108,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,272258
CDP Cities 2018,35853,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,567353
CDP Cities 2018,35853,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,1052349
CDP Cities 2018,54108,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,57757
CDP Cities 2018,54108,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),8,Total Transport ,1978476
CDP Cities 2018,35853,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),6,Transportation > On-road ,2175541
CDP Cities 2018,35853,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),7,Transportation > Rail ,34942
CDP Cities 2018,54108,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),3,Stationary energy > Institutional buildings and facilities,39836
CDP Cities 2018,35853,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),9,Waste > Solid waste disposal ,22534
CDP Cities 2018,54108,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),3,Stationary energy > Institutional buildings and facilities,10660
CDP Cities 2018,74401,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),8,Total Transport ,269265
CDP Cities 2018,61753,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,121977.93
CDP Cities 2018,60216,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,13903
CDP Cities 2018,46514,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,167026
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,68580
CDP Cities 2018,54478,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),3,Stationary energy > Institutional buildings and facilities,16241349
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,295
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,54447
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,38454
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,875
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,64407
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),13,Generation of grid-supplied energy > Electricity-only generation,1066
CDP Cities 2018,74401,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),9,Waste > Solid waste disposal ,22471
CDP Cities 2018,46514,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,268413
CDP Cities 2018,60216,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,11739
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,43971
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,252105.93
CDP Cities 2018,54478,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),8,Total Transport ,13200
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,142
CDP Cities 2018,74401,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),10,Waste > Wastewater ,2155
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),8,Total Transport ,59923
CDP Cities 2018,60216,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),3,Stationary energy > Institutional buildings and facilities,1549
CDP Cities 2018,46514,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,112955
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,72058.65
CDP Cities 2018,54478,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),8,Total Transport ,0
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,15
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,79432.01
CDP Cities 2018,46514,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),8,Total Transport ,398567
CDP Cities 2018,74401,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),13,Generation of grid-supplied energy > Electricity-only generation,113556
CDP Cities 2018,54478,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),1,Stationary energy > Residential buildings,239033095
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),7,Transportation > Rail ,1501
CDP Cities 2018,60216,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,6197
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,320
CDP Cities 2018,60216,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),8,Total Transport ,156625
CDP Cities 2018,46514,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,17680
CDP Cities 2018,74401,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,62027
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,54447
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,46458.62
CDP Cities 2018,54478,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),2,Stationary energy > Commercial buildings & facilities,489597550
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,359
CDP Cities 2018,60216,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),9,Waste > Solid waste disposal ,17885
CDP Cities 2018,54478,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),8,Total Transport ,250000000
CDP Cities 2018,74401,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,14299
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),4,Stationary energy > Industrial buildings & facilities,123.27
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),8,Total Transport ,770
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,177
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),8,Total Transport ,678109.96
CDP Cities 2018,60216,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,61237
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),8,Total Transport ,339
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,93
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),8,Total Transport ,52381.92
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),7,Transportation > Rail ,1119
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,13
CDP Cities 2018,54113,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",1,direct emissions (metric tonnes co2e),9,Waste > Solid waste disposal ,75721.24
CDP Cities 2018,58513,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",2,indirect emissions (metric tonnes co2e),7,Transportation > Rail ,1501
CDP Cities 2018,35902,,,,,,7.6,"Where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by IPCC sector,  UNFCCC Sector, US Community Protocol sources, by end user, or any other classification system used in your city",3,total emissions (metric tonnes co2e),15,Total Generation of grid-supplied energy ,62
