q_id,q_text,q_type,Response Answer,q_text_cln
7.3a-1-4,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-stationary energy: energy generation supplied to the grid – scope 1 (i.4.4),Question-Column-Row,113,pleas provid summari of emiss by sector and scope as defin in the global protocol for communiti greenhous gas emiss inventori gpc in the tabl belowemiss metric tonn co2estationari energi energi generat suppli to the grid – scope 1 i44
7.3a-1-5,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-transportation – scope 1 (ii.x.1),Question-Column-Row,172,pleas provid summari of emiss by sector and scope as defin in the global protocol for communiti greenhous gas emiss inventori gpc in the tabl belowemiss metric tonn co2etransport – scope 1 iix1
7.3a-1-6,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-transportation – scope 2 (ii.x.2),Question-Column-Row,123,pleas provid summari of emiss by sector and scope as defin in the global protocol for communiti greenhous gas emiss inventori gpc in the tabl belowemiss metric tonn co2etransport – scope 2 iix2
7.3a-1-7,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-transportation – scope 3 (ii.x.3),Question-Column-Row,112,pleas provid summari of emiss by sector and scope as defin in the global protocol for communiti greenhous gas emiss inventori gpc in the tabl belowemiss metric tonn co2etransport – scope 3 iix3
7.3a-1-8,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-waste: waste generated within the city boundary – scope 1 (iii.x.1),Question-Column-Row,150,pleas provid summari of emiss by sector and scope as defin in the global protocol for communiti greenhous gas emiss inventori gpc in the tabl belowemiss metric tonn co2ewast wast generat within the citi boundari – scope 1 iiix1
7.3a-1-9,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-waste: waste generated within the city boundary – scope 3 (iii.x.2),Question-Column-Row,137,pleas provid summari of emiss by sector and scope as defin in the global protocol for communiti greenhous gas emiss inventori gpc in the tabl belowemiss metric tonn co2ewast wast generat within the citi boundari – scope 3 iiix2
7.4-1-1,"please give the name of the primary protocol, standard, or methodology you have used to calculate your city’s city-wide ghg emissions.-primary protocol-emissions methodology",Question-Column-Row,53,pleas give the name of the primari protocol standard or methodolog you have use to calcul your citi ’ s citywid ghg emissionsprimari protocolemiss methodolog
7.4-2-1,"please give the name of the primary protocol, standard, or methodology you have used to calculate your city’s city-wide ghg emissions.-comment-emissions methodology",Question-Column-Row,36,pleas give the name of the primari protocol standard or methodolog you have use to calcul your citi ’ s citywid ghg emissionscommentemiss methodolog
7.4a-0,which gases are included in your emissions inventory? select all that apply.-none,Question-Column,152,which gase are includ in your emiss inventori select all that applynon
7.4b-1-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-scope 1 emissions excluding emissions from grid-supplied energy generation-city-wide emissions",Question-Column-Row,39,pleas provid breakdown of your ghg emiss by scope where valu are not avail pleas use the comment field to indic the reason whyscop 1 emiss exclud emiss from gridsuppli energi generationcitywid emiss
7.4b-10-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-calculated total scope 1 + scope 2 emissions-city-wide emissions",Question-Column-Row,61,pleas provid breakdown of your ghg emiss by scope where valu are not avail pleas use the comment field to indic the reason whycalcul total scope 1 scope 2 emissionscitywid emiss
7.4b-11-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-total (scope 1 + scope 2) emissions - please ensure this matches the total calculated field above-city-wide emissions",Question-Column-Row,39,pleas provid breakdown of your ghg emiss by scope where valu are not avail pleas use the comment field to indic the reason whytot scope 1 scope 2 emiss pleas ensur this match the total calcul field abovecitywid emiss
7.4b-12-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,33,pleas provid breakdown of your ghg emiss by scope where valu are not avail pleas use the comment field to indic the reason whylevel of confidencecitywid emiss
7.4b-13-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-total scope 3 emissions-city-wide emissions",Question-Column-Row,19,pleas provid breakdown of your ghg emiss by scope where valu are not avail pleas use the comment field to indic the reason whytot scope 3 emissionscitywid emiss
7.4b-14-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,18,pleas provid breakdown of your ghg emiss by scope where valu are not avail pleas use the comment field to indic the reason whylevel of confidencecitywid emiss
7.4b-2-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-level of confidence-city-wide emissions",Question-Column-Row,37,pleas provid breakdown of your ghg emiss by scope where valu are not avail pleas use the comment field to indic the reason whylevel of confidencecitywid emiss
7.4b-3-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-scope 1 emissions from grid-supplied energy generation within the city boundary-city-wide emissions",Question-Column-Row,34,pleas provid breakdown of your ghg emiss by scope where valu are not avail pleas use the comment field to indic the reason whyscop 1 emiss from gridsuppli energi generat within the citi boundarycitywid emiss
8.2b-3-3,"please describe how your city’s climate change action plan addresses the following key areas, and provide details on the location of this evidence within your plan.-publication title-business as usual ghg emissions forecast",Question-Column-Row,104,pleas describ how your citi ’ s climat chang action plan address the follow key area and provid detail on the locat of this evid within your planpubl titlebusi as usual ghg emiss forecast
8.2b-3-4,"please describe how your city’s climate change action plan addresses the following key areas, and provide details on the location of this evidence within your plan.-publication title-monitoring of the action plan",Question-Column-Row,107,pleas describ how your citi ’ s climat chang action plan address the follow key area and provid detail on the locat of this evid within your planpubl titlemonitor of the action plan
8.2c-1-1,please explain why you do not have a city climate change action plan and any future plans to create one.-reason-please explain,Question-Column-Row,100,pleas explain whi you do not have citi climat chang action plan and ani futur plan to creat onereasonpleas explain
8.2c-2-1,please explain why you do not have a city climate change action plan and any future plans to create one.-comment-please explain,Question-Column-Row,105,pleas explain whi you do not have citi climat chang action plan and ani futur plan to creat onecommentpleas explain
8.3-0,do you have a ghg emissions reduction target in place at the city-wide level? select all that apply.-none,Question-Column,438,do you have ghg emiss reduct target in place at the citywid level select all that applynon
8.3a-1,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-sector",Question-Column,275,pleas provid detail of your total citywid base year emiss reduct absolut target in addit you may add row to provid detail of your sectorspecif target by provid the base year emiss specif to that targetsector
8.3a-2,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-target start year",Question-Column,209,pleas provid detail of your total citywid base year emiss reduct absolut target in addit you may add row to provid detail of your sectorspecif target by provid the base year emiss specif to that targettarget start year
8.3a-3,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-base year",Question-Column,299,pleas provid detail of your total citywid base year emiss reduct absolut target in addit you may add row to provid detail of your sectorspecif target by provid the base year emiss specif to that targetbas year
8.3a-4,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-base year emissions (metric tonnes co2e)",Question-Column,254,pleas provid detail of your total citywid base year emiss reduct absolut target in addit you may add row to provid detail of your sectorspecif target by provid the base year emiss specif to that targetbas year emiss metric tonn co2e
8.3a-5,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-percentage reduction target",Question-Column,291,pleas provid detail of your total citywid base year emiss reduct absolut target in addit you may add row to provid detail of your sectorspecif target by provid the base year emiss specif to that targetpercentag reduct target
8.3a-6,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-target year",Question-Column,299,pleas provid detail of your total citywid base year emiss reduct absolut target in addit you may add row to provid detail of your sectorspecif target by provid the base year emiss specif to that targettarget year
8.3a-7,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-percentage of target achieved so far",Question-Column,167,pleas provid detail of your total citywid base year emiss reduct absolut target in addit you may add row to provid detail of your sectorspecif target by provid the base year emiss specif to that targetpercentag of target achiev so far
8.3a-8,"please provide details of your total city-wide base year emissions reduction (absolute) target. in addition, you may add rows to provide details of your sector-specific targets, by providing the base year emissions specific to that target.-comment",Question-Column,167,pleas provid detail of your total citywid base year emiss reduct absolut target in addit you may add row to provid detail of your sectorspecif target by provid the base year emiss specif to that targetcom
8.3b-1,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-sector",Question-Column,16,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83sector
8.3b-2,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-target start year",Question-Column,17,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83target start year
8.3b-3,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-intensity unit (emissions per)",Question-Column,15,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83intens unit emiss per
8.3b-4,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-base year",Question-Column,17,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83base year
8.3b-5,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-base year emissions per intensity unit (metric tonnes co2e per denominator)",Question-Column,15,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83base year emiss per intens unit metric tonn co2e per denomin
8.3b-6,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-percentage reduction target in emissions intensity",Question-Column,16,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83percentag reduct target in emiss intens
8.3b-7,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-target year",Question-Column,16,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83target year
8.3b-8,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-percentage of target achieved",Question-Column,14,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83percentag of target achiev
8.3b-9,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 8.3.-comment",Question-Column,13,pleas provid detail of your total citywid base year intens target an intens target is usual measur per capita or per unit gdp if you have an absolut emiss reduct target pleas select “ base year emiss absolut target ” in question 83comment
8.3c-1,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-sector",Question-Column,29,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionssector
8.3c-2,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-target start year",Question-Column,22,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionstarget start year
8.3c-3,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-base year",Question-Column,34,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionsbas year
8.3c-4,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-base year emissions (metric tonnes co2e)",Question-Column,34,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionsbas year emiss metric tonn co2e
8.3c-5,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-target year",Question-Column,23,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionstarget year
8.3c-6,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-estimated business as usual absolute emissions in target year (metric tonnes co2e)",Question-Column,33,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionsestim busi as usual absolut emiss in target year metric tonn co2e
8.3c-7,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-percentage reduction target from business as usual",Question-Column,22,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionspercentag reduct target from busi as usual
8.3c-8,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-percentage of target achieved",Question-Column,9,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionspercentag of target achiev
8.3c-9,"please provide details of your total city-wide baseline scenario target, including projected business as usual emissions.-comment",Question-Column,14,pleas provid detail of your total citywid baselin scenario target includ project busi as usual emissionscom
8.3d-1-1,please explain why you do not have a city-wide emissions reduction target and any plans to set one in the future.-reason-please explain,Question-Column-Row,114,pleas explain whi you do not have citywid emiss reduct target and ani plan to set one in the futurereasonpleas explain
8.3d-2-1,please explain why you do not have a city-wide emissions reduction target and any plans to set one in the future.-comment-please explain,Question-Column-Row,101,pleas explain whi you do not have citywid emiss reduct target and ani plan to set one in the futurecommentpleas explain
8.4-1,what actions is your city taking to reduce emissions? please also indicate estimated emissions reduction potential and status of the emissions reduction actions your city has planned.-emissions reduction project activity,Question-Column,1558,what action is your citi take to reduc emiss pleas also indic estim emiss reduct potenti and status of the emiss reduct action your citi plannedemiss reduct project activ
8.4-2,what actions is your city taking to reduce emissions? please also indicate estimated emissions reduction potential and status of the emissions reduction actions your city has planned.-status of project,Question-Column,1446,what action is your citi take to reduc emiss pleas also indic estim emiss reduct potenti and status of the emiss reduct action your citi plannedstatus of project
8.4-3,what actions is your city taking to reduce emissions? please also indicate estimated emissions reduction potential and status of the emissions reduction actions your city has planned.-estimated emissions reduction (metric tonnes co2e),Question-Column,438,what action is your citi take to reduc emiss pleas also indic estim emiss reduct potenti and status of the emiss reduct action your citi plannedestim emiss reduct metric tonn co2e
8.4-4,what actions is your city taking to reduce emissions? please also indicate estimated emissions reduction potential and status of the emissions reduction actions your city has planned.-estimated emissions reduction timescale,Question-Column,555,what action is your citi take to reduc emiss pleas also indic estim emiss reduct potenti and status of the emiss reduct action your citi plannedestim emiss reduct timescal
8.4-5,what actions is your city taking to reduce emissions? please also indicate estimated emissions reduction potential and status of the emissions reduction actions your city has planned.-project description,Question-Column,1436,what action is your citi take to reduc emiss pleas also indic estim emiss reduct potenti and status of the emiss reduct action your citi plannedproject descript
8.4-6,what actions is your city taking to reduce emissions? please also indicate estimated emissions reduction potential and status of the emissions reduction actions your city has planned.-web link to project website,Question-Column,716,what action is your citi take to reduc emiss pleas also indic estim emiss reduct potenti and status of the emiss reduct action your citi plannedweb link to project websit
9.0-1-1,please indicate the energy mix of electricity consumed in your city.-coal-energy consumption percentage,Question-Column-Row,248,pleas indic the energi mix of electr consum in your citycoalenergi consumpt percentag
9.0-10-1,please indicate the energy mix of electricity consumed in your city.-other sources-energy consumption percentage,Question-Column-Row,224,pleas indic the energi mix of electr consum in your cityoth sourcesenergi consumpt percentag
9.0-11-1,please indicate the energy mix of electricity consumed in your city.-total - please ensure this equals 100%-energy consumption percentage,Question-Column-Row,468,pleas indic the energi mix of electr consum in your citytot pleas ensur this equal 100energi consumpt percentag
9.0-2-1,please indicate the energy mix of electricity consumed in your city.-gas-energy consumption percentage,Question-Column-Row,260,pleas indic the energi mix of electr consum in your citygasenergi consumpt percentag
9.0-3-1,please indicate the energy mix of electricity consumed in your city.-oil-energy consumption percentage,Question-Column-Row,232,pleas indic the energi mix of electr consum in your cityoilenergi consumpt percentag
9.0-4-1,please indicate the energy mix of electricity consumed in your city.-nuclear-energy consumption percentage,Question-Column-Row,238,pleas indic the energi mix of electr consum in your citynuclearenergi consumpt percentag
9.0-5-1,please indicate the energy mix of electricity consumed in your city.-hydro-energy consumption percentage,Question-Column-Row,263,pleas indic the energi mix of electr consum in your cityhydroenergi consumpt percentag
9.0-6-1,please indicate the energy mix of electricity consumed in your city.-biomass-energy consumption percentage,Question-Column-Row,228,pleas indic the energi mix of electr consum in your citybiomassenergi consumpt percentag
9.0-7-1,please indicate the energy mix of electricity consumed in your city.-wind-energy consumption percentage,Question-Column-Row,240,pleas indic the energi mix of electr consum in your citywindenergi consumpt percentag
9.0-8-1,please indicate the energy mix of electricity consumed in your city.-geothermal-energy consumption percentage,Question-Column-Row,208,pleas indic the energi mix of electr consum in your citygeothermalenergi consumpt percentag
9.0-9-1,please indicate the energy mix of electricity consumed in your city.-solar-energy consumption percentage,Question-Column-Row,241,pleas indic the energi mix of electr consum in your citysolarenergi consumpt percentag
9.0a- wind,"""what percentage of your city's electricity grid mix was zero carbon in 2017? """"zero carbon"""" may include solar- hydro and other zero carbon generation sources""",Question-Column,70,what percentag of your citi electr grid mix was zero carbon in 2017 zero carbon may includ solar hydro and other zero carbon generat sourc
9.1-1-1,how much (in mw capacity) renewable energy is installed within the city boundary in the following categories?-mw capacity-renewable district heat/cooling,Question-Column-Row,116,how much in mw capac renew energi is instal within the citi boundari in the follow categoriesmw capacityrenew district heatcool
9.1-1-2,how much (in mw capacity) renewable energy is installed within the city boundary in the following categories?-mw capacity-solar pv,Question-Column-Row,170,how much in mw capac renew energi is instal within the citi boundari in the follow categoriesmw capacitysolar pv
9.1-1-3,how much (in mw capacity) renewable energy is installed within the city boundary in the following categories?-mw capacity-solar thermal,Question-Column-Row,106,how much in mw capac renew energi is instal within the citi boundari in the follow categoriesmw capacitysolar thermal
9.1-1-4,how much (in mw capacity) renewable energy is installed within the city boundary in the following categories?-mw capacity-ground or water source,Question-Column-Row,110,how much in mw capac renew energi is instal within the citi boundari in the follow categoriesmw capacityground or water sourc
9.1-1-5,how much (in mw capacity) renewable energy is installed within the city boundary in the following categories?-mw capacity-wind,Question-Column-Row,124,how much in mw capac renew energi is instal within the citi boundari in the follow categoriesmw capacitywind
9.1-1-6,how much (in mw capacity) renewable energy is installed within the city boundary in the following categories?-mw capacity-other,Question-Column-Row,103,how much in mw capac renew energi is instal within the citi boundari in the follow categoriesmw capacityoth
9.2-0,does your city have a renewable energy or electricity target?-none,Question-Column,399,doe your citi have renew energi or electr targetnon
9.2a-1,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-scale,Question-Column,164,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetsscal
9.2a-10,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-plans to meet target (include details on types of energy/electricity),Question-Column,143,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetsplan to meet target includ detail on type of energyelectr
9.2a-2,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-energy / electricity types covered by target,Question-Column,152,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetsenergi electr type cover by target
9.2a-3,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-base year,Question-Column,123,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetsbas year
9.2a-4,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-total renewable energy / electricity covered by target in base year (in unit specified in column 2),Question-Column,85,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetstot renew energi electr cover by target in base year in unit specifi in column 2
9.2a-5,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-percentage renewable energy / electricity of total energy or electricity in base year,Question-Column,88,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetspercentag renew energi electr of total energi or electr in base year
9.2a-6,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-target year,Question-Column,154,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetstarget year
9.2a-7,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-total renewable energy / electricity covered by target in target year (in unit specified in column 2),Question-Column,84,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetstot renew energi electr cover by target in target year in unit specifi in column 2
9.2a-8,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-percentage renewable energy / electricity of total energy or electricity in target year,Question-Column,119,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetspercentag renew energi electr of total energi or electr in target year
9.2a-9,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-percentage of target achieved,Question-Column,75,pleas provid detail of your renew energi or electr target and how the citi plan to meet those targetspercentag of target achiev
9.2b-1-1,please explain why you do not have a renewable energy or electricity target and any plans to introduce one in the future.-reasoning-please explain,Question-Column-Row,136,pleas explain whi you do not have renew energi or electr target and ani plan to introduc one in the futurereasoningpleas explain
9.2b-2-1,please explain why you do not have a renewable energy or electricity target and any plans to introduce one in the future.-comment-please explain,Question-Column-Row,121,pleas explain whi you do not have renew energi or electr target and ani plan to introduc one in the futurecommentpleas explain
9.3-0,does your city have an agreement to purchase a level of renewable electricity from the grid or from a national or municipal utility?-none,Question-Column,346,doe your citi have an agreement to purchas level of renew electr from the grid or from nation or municip utilitynon
9.3a-0,what is the agreement or target?-none,Question-Column,74,what is the agreement or targetnon
Response Language-0,what language are you submitting your response in?-none,Question-Column,488,what languag are you submit your respons innon
3.3-3,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-status of action",Question-Column,1310,pleas describ the action you are take to reduc the risk to or vulner of your citi ’ s infrastructur servic citizen and busi from climat chang as identifi in the climat hazard sectionstatus of action
3.3-4,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action description",Question-Column,1185,pleas describ the action you are take to reduc the risk to or vulner of your citi ’ s infrastructur servic citizen and busi from climat chang as identifi in the climat hazard sectionact descript
3.4-1,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-adaptation goal,Question-Column,401,pleas describ the main goal of your citi ’ s adapt effort and the metric kpis for each goaladapt goal
3.4-2,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-target year,Question-Column,257,pleas describ the main goal of your citi ’ s adapt effort and the metric kpis for each goaltarget year
3.4-3,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-metrics / kpis,Question-Column,301,pleas describ the main goal of your citi ’ s adapt effort and the metric kpis for each goalmetr kpis
3.4-4,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-source of goal,Question-Column,394,pleas describ the main goal of your citi ’ s adapt effort and the metric kpis for each goalsourc of goal
3.5-1,please describe the process for how your city has identified and assessed specific adaptation actions. select all that apply and provide a description of each action assessment method.-method of action selection/prioritization,Question-Column,123,pleas describ the process for how your citi identifi and assess specif adapt action select all that appli and provid descript of each action assess methodmethod of action selectionpriorit
3.5-2,please describe the process for how your city has identified and assessed specific adaptation actions. select all that apply and provide a description of each action assessment method.-description of action assessment,Question-Column,109,pleas describ the process for how your citi identifi and assess specif adapt action select all that appli and provid descript of each action assess methoddescript of action assess
3.6-1,please describe how much your adaptation actions will address the underlying factors that challenge your city’s ability to adapt.-underlying factors,Question-Column,221,pleas describ how much your adapt action will address the under factor that challeng your citi ’ s abil to adaptund factor
3.6-2,please describe how much your adaptation actions will address the underlying factors that challenge your city’s ability to adapt.-extent addressed,Question-Column,233,pleas describ how much your adapt action will address the under factor that challeng your citi ’ s abil to adaptext address
3.6-3,please describe how much your adaptation actions will address the underlying factors that challenge your city’s ability to adapt.-description of approach,Question-Column,215,pleas describ how much your adapt action will address the under factor that challeng your citi ’ s abil to adaptdescript of approach
3.7-1-1,please describe your progress in engaging stakeholders for adaptation planning.-do you have a plan for stakeholder engagement?-please complete and describe,Question-Column-Row,268,pleas describ your progress in engag stakehold for adapt planningdo you have plan for stakehold engagementpleas complet and describ
3.7-2-1,please describe your progress in engaging stakeholders for adaptation planning.-implementation of stakeholder engagement plan-please complete and describe,Question-Column-Row,253,pleas describ your progress in engag stakehold for adapt planningimplement of stakehold engag planpleas complet and describ
3.7-3-1,please describe your progress in engaging stakeholders for adaptation planning.-describe stakeholder engagement process-please complete and describe,Question-Column-Row,182,pleas describ your progress in engag stakehold for adapt planningdescrib stakehold engag processpleas complet and describ
3.8-1,"please describe any additional barriers your city has encountered in implementing your adaptation planning or adaptation actions, and any solutions or interventions taken to overcome those barriers.-barriers to adaptation",Question-Column,145,pleas describ ani addit barrier your citi encount in implement your adapt plan or adapt action and ani solut or intervent taken to overcom those barriersbarri to adapt
3.8-2,"please describe any additional barriers your city has encountered in implementing your adaptation planning or adaptation actions, and any solutions or interventions taken to overcome those barriers.-description of barriers to adaptation",Question-Column,141,pleas describ ani addit barrier your citi encount in implement your adapt plan or adapt action and ani solut or intervent taken to overcom those barriersdescript of barrier to adapt
3.8-3,"please describe any additional barriers your city has encountered in implementing your adaptation planning or adaptation actions, and any solutions or interventions taken to overcome those barriers.-description of solution / intervention",Question-Column,128,pleas describ ani addit barrier your citi encount in implement your adapt plan or adapt action and ani solut or intervent taken to overcom those barriersdescript of solut intervent
3.8-4,"please describe any additional barriers your city has encountered in implementing your adaptation planning or adaptation actions, and any solutions or interventions taken to overcome those barriers.-additional adaptation resource needs",Question-Column,71,pleas describ ani addit barrier your citi encount in implement your adapt plan or adapt action and ani solut or intervent taken to overcom those barriersaddit adapt resourc need
3.9-1,please identify any additional benefits or improvements resulting from adaptation planning and/or adaptation actions (in addition to the reduction of climate risks).-additional benefits or improvements,Question-Column,176,pleas identifi ani addit benefit or improv result from adapt plan andor adapt action in addit to the reduct of climat risksaddit benefit or improv
3.9-2,please identify any additional benefits or improvements resulting from adaptation planning and/or adaptation actions (in addition to the reduction of climate risks).-description of benefit or improvement,Question-Column,163,pleas identifi ani addit benefit or improv result from adapt plan andor adapt action in addit to the reduct of climat risksdescript of benefit or improv
4.0-0,does your city face any social risks as a result of climate change?-none,Question-Column,438,doe your citi face ani social risk as result of climat changenon
4.0a-1,please complete the table  to indicate which social risks your city faces as a result of climate change and indicate if these risks have been covered by your city’s action plan.-social risks,Question-Column,893,pleas complet the tabl to indic which social risk your citi face as result of climat chang and indic if these risk have been cover by your citi ’ s action plansoci risk
4.0a-2,please complete the table  to indicate which social risks your city faces as a result of climate change and indicate if these risks have been covered by your city’s action plan.-anticipated timescale in years,Question-Column,873,pleas complet the tabl to indic which social risk your citi face as result of climat chang and indic if these risk have been cover by your citi ’ s action plananticip timescal in year
4.0a-3,please complete the table  to indicate which social risks your city faces as a result of climate change and indicate if these risks have been covered by your city’s action plan.-impact description,Question-Column,781,pleas complet the tabl to indic which social risk your citi face as result of climat chang and indic if these risk have been cover by your citi ’ s action planimpact descript
4.0b-1-1,please explain why not.-reason-please explain,Question-Column-Row,27,pleas explain whi notreasonpleas explain
